OnXrpID,Issuer,Taxon,Name,Description,ImageUrl,BannerUrl,DiscordLink,TwitterLink,InstagramLink,FloorPrice,DailyVolume,WeeklyVolume,MonthlyVolume,TotalVolume,NftsCount
41276,r9ZW5tjbhKFLWxs4j1KqF61YSHAyDvo52D,9,A.A. XRPL Toybox #8,"Toybox #8 'The FUD Show'

This NFT grants monthly AAX & quarterly XRP passive income.
On top of that, 2.5% of royalties from secondary sales of all our XRPL collections
are distributed to our AAX holders.
More info: https://www.anonymousnfts.xyz",https://nftimg.onxrp.com/1670617750199ezgif-5-51dd736f18.jpg,https://nftimg.onxrp.com/1671886069612a.a.-xrp-cyborgs-(16).png,https://discord.gg/cb7MFqVt6v,https://twitter.com/AnonymousRealx,,1400,0,0,0,62500,25
19530225,rEFoB9rD5SvgM29FLRSGmcRBQ88MgfeF24,10,A.A. ClimaaX Toybox #1 'Jared Dillinger',"A.A. ClimaaX Toybox #1 'Jared Dillinger' This NFT grants monthly AAX & quarterly XRP passive income.
ClimaaX partnership presentation Jared Dillinger, 14 year professional athlete, 8-time champion and medalist. Acting as co-captain of Barangay Ginebra, the most popular team in the Philippines.  Former national team player of Gilas Pilipinas.
More information Scan the QR Code or visit :
https://www.anonymousnfts.xyz/",https://nftimg.onxrp.com/1673969538322jdon.gif,https://nftimg.onxrp.com/1673969840250climaax-effect-whiteblack.png,https://discord.gg/cb7MFqVt6v,https://twitter.com/AnonymousRealx,https://www.instagram.com/anonymousrealx/?hl=en,1800,0,0,0,60000,25
48,rffcXpV3A5qJJrr6kNagjX4cB1rTezZZDk,48,MONI$,"MONI$, the Most Catastic NFT collection on the XRPL!

With 5000 unique, randomly generated cats, you'll never get bored of your collection.

25% of the royalties generated from the sales and mints of our NFTs, starting March 1st 2023, are distributed back to our NFT holders every month based on the number of days they own the NFT. A minimum of 5 MONI$ is required to be eligible to enter the royalties distribution.",https://nftimg.onxrp.com/1672840056893onxrp_avatar.gif,https://nftimg.onxrp.com/1677018162916onxrp.jpg,https://discord.com/invite/vYxtHPTfxs,https://twitter.com/MONIS_NFT,https://www.instagram.com/monis.wtf/,29,0,0,40,57015.991,1188
31747,rPirATEsVS8wUviAoStRSLmXTgeS8gqZeM,31747,xPirates,"xPirates is an NFT collection of 5,000 unique, digitally painted caricature style pirates built on the XRPL.  We are not just a digital art project, our NFTs are #Built4Print with unparalleled detail and large canvas options for those wishing to bring their NFTs to life.  Known for our unique style of art and our amazing community, it's an xPirates life for us!  Join the crew for our original collection and come aboard as we set sail across these",https://nftimg.onxrp.com/1669978787967onxrp-pfp.gif,https://nftimg.onxrp.com/1669978813698onxrp-banner.jpg,https://discord.gg/FAWSZ69XxU,https://twitter.com/XRPL_XPirates,https://www.instagram.com/xrpl_xpirates/,44.7,0,0,0,46146.7,2861
44318160,rDDPTdg9exZGybHcBjHWNeA2vw8scpiiCX,44318160,Money Minded Apes - Top G Apes,"Top G Apes is a collection of 4300 alpha-looking, money-hungry apes. Most of them have made a fortune in crypto, and a few are still waiting for their favorite coin to moon. Some are low-key, and others are flashy and like to show off.

Visit www.moneymindedapes.com for more information.",https://nftimg.onxrp.com/1676404103243king2.png,https://nftimg.onxrp.com/1676403630552banner2.png,https://discord.gg/cYe6qzkBap,https://twitter.com/moneymindedapes,,20,419.6,1651.4,4038.7,45579.6386,4300
138,rJ8vugKNvcRLrxxpHzuVC2HAa7W4BcA96f,32, Bored Ape Football Club,"Bored Ape Football Club - The first football community DAO and biggest football project on the XRPL!

Check out our Metaverse stadium in the Lux Lions Oasis",https://nftimg.onxrp.com/1668200643322backdrop.png,https://nftimg.onxrp.com/16682038022431800x400-banner.png,https://discord.gg/VrMXtbWjhg,https://twitter.com/BoredApe_FC,https://www.instagram.com/theboredapefootballclub/,29,0,0,59,45050.486,3068
39,rfkwiAyQx884xGGWUNDDhp5DjMTtwdrQVd,39,XElon,"What are the XElon NFTS, exactly? These are 500 hand-drawn NFTs, each with its distinct flair. There will be XElon collections and unique one-of-a-kind ones. They'll have various personalities, as well as different costumes and themes. With each XElon token, you'll receive a ticket to spin the wheel and win a XElon NFT",https://nftimg.onxrp.com/1666464674688250.png,https://nftimg.onxrp.com/16664646354641500x500.png,https://discord.com/invite/jhYNCM5pK2,https://twitter.com/XElon_NFT,,210,0,0,0,42877.11,329
16028,r9ZW5tjbhKFLWxs4j1KqF61YSHAyDvo52D,10105,A.A. XRPL A Sologenic Welcome,"The very first Anonymous Astronauts NFT that was minted on The XRPL @ Sologenic.
This NFT grants monthly AAX & quarterly XRP passive income.
On top of that, 2.5% of royalties from secondary sales of all our XRPL collections
are distributed to our AAX holders.
More info: https://www.anonymousnfts.xyz
",https://nftimg.onxrp.com/1668261735743asol-%281%29.gif,https://nftimg.onxrp.com/1674681526876anonymous-astronauts-(31).png,https://discord.gg/cb7MFqVt6v,https://twitter.com/AnonymousRealx,,27500,0,0,0,37250,8
22089,rEFoB9rD5SvgM29FLRSGmcRBQ88MgfeF24,10112,ClimaaX #1: Revelation Masterpiece,"IT'S OFFICIAL. CLIMAAX HAS LAUNCHED INTO TO MULTIVERSE! CONGRATS AND A SPECIAL THANKS TO OUR DEAR A.A. COMMUNITY! THIS WOULDN'T BE POSSIBLE WITHOUT YOU, THE XRPL ANONYMOUS ASTRONAUTS ARMY! CLIMAAX THE NEW PARTY EXPERIENCE! WI",https://nftimg.onxrp.com/1669462243090climaax1.gif,https://nftimg.onxrp.com/1669462135951climaax-effect-whiteblack.png,,https://twitter.com/ClimaaxClub,,15950,0,0,0,35589,10
67183330,r9ZW5tjbhKFLWxs4j1KqF61YSHAyDvo52D,15,A.A. XRPL Toybox V2 : #1 The XRP Legends,Witness the magic of XRP teleportation in the Toybox V2 animation.  This 3D animation features Brad Garlinghouse and David Schwartz as they teleport an XRP coin through a teleportation portal.  Learn about the technology behind XRP teleportation and how it enables instantaneous and secure transfer of value across borders and currencies. ,https://nftimg.onxrp.com/1679332314538xrp_legends.png,https://nftimg.onxrp.com/1679332078144a.a.-xrp-cyborgs-(12).png,https://discord.gg/cb7MFqVt6v,https://twitter.com/AnonymousRealx,,1100,0,0,0,34900,50
27779563,r3SvAe5197xnXvPHKnyptu3EjX5BG8f2mS,604,RipplePunks,"Punks on the XRP Ledger. They have blue properties and share the same attributes as their siblings on Ethereum. When you hold min. 10 RipplePunks, you will earn a part of the royalties on a monthly basis. Royalties in XRP is based on the number of RipplePunks you hold and the total days of holding. https://ripplepunks.com/",https://nftimg.onxrp.com/167496416016915.png,https://nftimg.onxrp.com/16749641720812.png,https://discord.com/invite/a8jkJyrxrE,https://twitter.com/xRipplePunks,,39,0,0,0,34579.00678,9999
36253993,rGGQVudQM1v1tqUESWZqrEbGDvLR8XKdiY,36253993,xSTIK Mystery BOX ZONES,"New EVENT format; Mystery Box ZONES! Exclusive small GEN2 NFT drops will be sold at onXRP.com - Starting at 589XRP each. Part of funds are used to sustain NFT Staking Zone monthly XRP rewards. Sold with Whitelist in our Telegram! Max 2/person per ZONE. After sold, LIVE Telegram event announced. 3 MYSTERY BOXES will be raffled between holders, then opened LIVE. STEEL, TITANIUM and GOLD. This series NFTs are PERMANENT tickets to future ZONES! HOLD.",https://nftimg.onxrp.com/1679937195661mystery-box-3.png,https://nftimg.onxrp.com/1676645585465onxrp-2-banner.png,https://discord.com/invite/eb3cRgYk6G,https://twitter.com/xrpstik,https://www.instagram.com/xrpstik/,450,0,0,0,29443,66
483,rMsZProT3MjyCHP6FD9tk4A2WrwDMc6cbE,69,XFLOKI GENERATION 1,"A finely minted XFLOKI from our very own XFLOKIGEN on the XRP ledger! These are the first generation XFLOKI!

https://xflokiverse.com/",https://nftimg.onxrp.com/1667319416474123123.png,https://nftimg.onxrp.com/1667319354505untitled_design_4.png,,https://twitter.com/XFLOKICOIN,,4,0,0,0,28450.27456,10500
16022,r9ZW5tjbhKFLWxs4j1KqF61YSHAyDvo52D,10108,A.A. XRPL Toybox #3,"A.A. XRPL Toybox #3 'XRP Party Time' This NFT grants monthly AAX & quarterly XRP passive income. On top of that, 2.5% of royalties from secondary sales of all our XRPL collections are distributed to our AAX holders. More info: https://www.anonymousnfts.xyz",https://nftimg.onxrp.com/16682681156993-%281%29.gif,https://nftimg.onxrp.com/1671885292187a.a.-xrp-cyborgs-(10).png,https://discord.gg/cb7MFqVt6v,https://twitter.com/AnonymousRealx,https://www.instagram.com/anonymousrealx/?hl=en,2750,0,0,0,25250.001,25
16029,r9ZW5tjbhKFLWxs4j1KqF61YSHAyDvo52D,10109,A.A. XRPL Toybox #4,"Anonymous Astronauts XRPL Toybox #4 'XRP ANGEL VS DEVIL'

This NFT grants monthly AAX & quarterly XRP passive income.
On top of that, 2.5% of royalties from secondary sales of all our XRPL collections
are distributed to our AAX holders.
More info: https://www.anonymousnfts.xyz
",https://nftimg.onxrp.com/16682614517664-%281%29.gif,https://nftimg.onxrp.com/1671885485781a.a.-xrp-cyborgs-(11).png,https://discord.gg/cb7MFqVt6v,https://twitter.com/AnonymousRealx,,1300,0,0,0,22800,25
113968561,rDPUNKX2Rf5joEyVnmXFnnWL5MYa92wLPN,113968561,The Clown Council,"The Clown Council by DoodlePunkX.

The incredibly below-average council of the Anti-Derivative Derivative Club.",https://nftimg.onxrp.com/1684269139503clown-council.jpg,https://nftimg.onxrp.com/1684269115616clown-council-banner.jpg,https://discord.gg/Ymh8ATrJFT,www.twitter.com/doodlepunkx,,735,0,444,1144,21316,100
147872151,rDPUNKX2Rf5joEyVnmXFnnWL5MYa92wLPN,147872151,DoodlePunkChicX,"The Anti Derivative Derivative Club. Because every DoodlePunkX needs a partner in crime, 1 + 1 ?",https://nftimg.onxrp.com/1687597477410doodlepunkchicx-profile.png,https://nftimg.onxrp.com/DoodlePunkChicX banner.jpg,https://discord.gg/Ymh8ATrJFT,https://twitter.com/doodlepunkx,,6,86.4,153.28,1477.91,21260.788,5000
28744,r9ZW5tjbhKFLWxs4j1KqF61YSHAyDvo52D,8,A.A. The XRP Warriors #11-20,"The A.A. XRP WARRIORS Collectibles are a collection of 100 unique 1/1 hand drawn high quality XRP Warriors Physically claimable NFT!

This NFT grants monthly AAX & quarterly XRP passive income.
On top of that, 2.5% of royalties from secondary sales of all our XRPL collections
are distributed to our AAX holders.
More info: https://www.anonymousnfts.xyz",https://nftimg.onxrp.com/1669467829876animals.gif,https://nftimg.onxrp.com/1674680922103anonymous-astronauts-(30).png,https://discord.gg/cb7MFqVt6v,https://twitter.com/AnonymousRealx,https://www.instagram.com/anonymousrealx/,1700,0,0,0,20999,10
51,rPmKjm8E4nXJbXiH8PVtBPcRHP8UJeZWhQ,51,Pizza Party,Collection of 2500 Pizza Slices on the  XRP Ledger with royalty distribution from Degen Pizza Palace from Slices staked. ,https://nftimg.onxrp.com/16667985610291.png,https://nftimg.onxrp.com/1666798538798cover_copy5.jpg,https://discord.gg/CBrjpMqh3q,https://twitter.com/PizzaPartyNFT_,,60,0,0,0,20139,1107
36,rHCRRCUEb2zJNV7FDrhzCivypExBcFT8Wy,36,X Baes,"The 'XBAES' are a female influenced XRP themed art collectible created on the XRP Ledger. Only 6900 Baes will be available, with 100 legendary ladies and 6800 randomly generated Baes. Over 150 unique, hand drawn traits make up the the generations with each Bae being unique. Good Baes, Bad Baes, Humans, Cyborgs, Aliens, there's a special Bae out the in the cryptoverse for everyone!
",https://nftimg.onxrp.com/1666644518958be21e684-e8d9-43cc-a84b-abf0e3340162.jpg,https://nftimg.onxrp.com/16666445573121500x500-%281%29.jpg,discord.gg/clubxrpl,@clubxbaes,,20,0,0,234,18767.279,6900
54046,r9ZW5tjbhKFLWxs4j1KqF61YSHAyDvo52D,10,A.A. XRPL Toybox #9,"A.A. Toybox #9 'A.A. Merry Christmas'

This NFT grants monthly AAX & quarterly XRP passive income.
On top of that, 2.5% of royalties from secondary sales of all our XRPL collections
are distributed to our AAX holders.
More info: https://www.anonymousnfts.xyz",https://nftimg.onxrp.com/1671460627763tbx9gif.jpg,https://nftimg.onxrp.com/1671886191581a.a.-xrp-cyborgs-(17).png,https://discord.gg/cb7MFqVt6v,https://twitter.com/AnonymousRealx,https://www.instagram.com/anonymousrealx/?hl=en,900,0,0,0,17979.0001,50
14962,r9ZW5tjbhKFLWxs4j1KqF61YSHAyDvo52D,10102,AA XRPL #301-1008,"“Anonymous Astronauts XRPL” is a collection of 1008 unique crypto astronauts NFTs living on the XRPL. These moon boys are all about crypto & privacy!

This NFT grants monthly AAX & quarterly XRP passive income.
On top of that, 2.5% of royalties from secondary sales of all our XRPL collections
are distributed to our AAX holders.
More info: https://www.anonymousnfts.xyz",https://nftimg.onxrp.com/1668268286105regchaser.png,https://nftimg.onxrp.com/1670844859966anonymous-astronauts-%2820%29.png,https://discord.gg/cb7MFqVt6v,https://twitter.com/AnonymousRealx,,123,0,0,125,17946.00111,708
16024,r9ZW5tjbhKFLWxs4j1KqF61YSHAyDvo52D,10107,A.A. XRPL Toybox #2,"A.A. XRPL Toybox #2 'Make Love Not War' This NFT grants monthly AAX & quarterly XRP passive income. On top of that, 2.5% of royalties from secondary sales of all our XRPL collections are distributed to our AAX holders. More info: https://www.anonymousnfts.xyz",https://nftimg.onxrp.com/16682680204472-%281%29.gif,https://nftimg.onxrp.com/1671886476348a.a.-xrp-cyborgs-(19).png,https://discord.gg/cb7MFqVt6v,https://twitter.com/AnonymousRealx,,1150,0,0,0,15348.01,50
1480758,rMw11vQaot3adzDYyBvPeq7RNSixthcceB,1480758,XBOT CLUB,ENTER THE REALM OF AI AND JOIN US ON OUR JOURNEY TO UNLOCK THE SECRETS OF A NEW ERA…,https://nftimg.onxrp.com/1688357787938img_7537.png,https://nftimg.onxrp.com/1688357819401img_7557.png,https://discord.gg/3y6NRtBtkv,https://twitter.com/XBOTCLUB,https://www.instagram.com/xbotclub/,71,120,120,724,14918.8926,4096
25263,rMsZProT3MjyCHP6FD9tk4A2WrwDMc6cbE,420,XFLOKI PRIMEs,Finely minted XFLOKI PRIME from our very own XFLOKIGEN on the XRP ledger!,https://nftimg.onxrp.com/1670130281720prime_tier_0.png,https://nftimg.onxrp.com/1669018758881xfloki_prime.png,,https://twitter.com/XFLOKICOIN,,4,0,0,0,14734,2992
25264,rMsZProT3MjyCHP6FD9tk4A2WrwDMc6cbE,366,XFLOKI PRIME EGGs,Finely minted XFLOKI PRIME EGGs from our very own XFLOKIGEN on the XRP ledger!,https://nftimg.onxrp.com/1669019278900egg_tier_0.png,https://nftimg.onxrp.com/1669019257212xfloki_prime_egg.png,,https://twitter.com/XFLOKICOIN,,25,0,0,0,14506.9,1252
103039148,rJ9vYfJ2Z5CdiZPVXpJFsMybVM2sKuJ8Wi,103039148,MoonWorld,"Moonworld is a unique NFT project that is not only creating a diverse collection of NFTs, but also offering real-life utility and benefits to its community members. Moonworld's mission is to create a positive impact on society by promoting values such as equality, inclusivity, and lifelong learning, and using the power of blockchain to drive real-world change. The project has also placed a strong emphasis on creating a robust and sustainable financial foundation that ensures the long-term value of its NFTs. Moonworld's RL utility includes tools for portfolio management, NFT brokering and flipping, and securing top-rank NFTs.",https://nftimg.onxrp.com/MW pfp onxrp 2.1.gif,https://nftimg.onxrp.com/MW P1 Banner 3.1.png,https://discord.gg/E2ZN28Z7qN,https://twitter.com/moonworldnft,,1000,0,1250,9012,14347.47,1111
8339,r9ZW5tjbhKFLWxs4j1KqF61YSHAyDvo52D,203020,A.A. The New World,"Anonymous Astronauts: The New World.
This NFT grants monthly AAX & quarterly XRP passive income.
On top of that, 2.5% of royalties from secondary sales of all our XRPL collections
are distributed to our AAX holders.
More info: https://www.anonymousnfts.xyz",https://nftimg.onxrp.com/1672759158381ezgif.com-gif-maker-(10).gif,https://nftimg.onxrp.com/1672759143885ffffs.png,https://discord.gg/cb7MFqVt6v,https://twitter.com/AnonymousRealx,https://www.instagram.com/anonymousrealx/?hl=en,0,0,0,0,14200,1
1497,rBGCxWJeRubZaKPHUb4vA2SP9AKsQxkf1a,123,BearableGuyClub Genesis I,NO AFFILIATION to the original bearableguy123 riddler we all love. BearableGuyClub is an NFT community that enjoys XRP researchers and riddlers.,https://nftimg.onxrp.com/1667582461327genesis.png,https://nftimg.onxrp.com/1667582467284genesis_banner.png,https://discord.gg/VnNGWAAj3Q,https://twitter.com/SecretLabsXRPL,,149,0,0,0,13415,589
